"System,Material,Surface,Molecule Group,Molecule,State,Dissociation,True_eV,Prediction_eV,Error_eV,Abs_error_eV",run
"C2H5Ir48NO,Ir,110,amides,Acetamide,relaxed,tensor([False]),-0.8597270250320435,-0.8374083366073428,0.02231868842470064,0.02231868842470064",1_4
"CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([True]),-2.0807957649230957,-2.0742678628095206,0.006527902113575124,0.006527902113575124",1_4
"CH3Ir40NO80,IrO2,110,imines,Methanimine,relaxed,tensor([False]),-2.752871036529541,-2.610678493604553,0.14219254292498817,0.14219254292498817",1_4
"C2H4O2Zn48,Zn,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.05846520885825157,-0.11107669961532451,-0.05261149075707294,0.05261149075707294",1_4
"CH2O3Zn48,Zn,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([False]),-0.28913459181785583,-0.013567329069772427,0.2755672627480834,0.2755672627480834",1_4
"CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,relaxed,tensor([False]),-0.2653897702693939,-1.133117829456352,-0.8677280591869581,0.8677280591869581",1_4
"C2H6Os48S,Os,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-1.5906364917755127,-1.6405354246042876,-0.04989893282877489,0.04989893282877489",1_4
"CH3NO82Ru40,RuO2,110,carbamate-esters,Carbamic-acid,relaxed,tensor([True]),-2.430299758911133,-2.386755766240313,0.043543992670819875,0.043543992670819875",1_4
"C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,relaxed,tensor([False]),-0.2945500910282135,-0.5433676982635589,-0.2488176072353454,0.2488176072353454",1_4
"CH3Co48NO,Co,110,amides,Formamide,relaxed,tensor([False]),-0.6394932270050049,-1.0934801800083687,-0.4539869530033638,0.4539869530033638",1_4
"CH5NO80Ru40,RuO2,110,amines,Methanamine,relaxed,tensor([False]),-2.015036106109619,-1.8495826829119792,0.1654534231976399,0.1654534231976399",1_4
"CH3NO81Ru40,RuO2,110,oximes,Formaldoxime,relaxed,tensor([False]),-0.2766554355621338,-0.30293942152840714,-0.02628398596627335,0.02628398596627335",1_4
"C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-1.7461878061294556,-1.9400691436001978,-0.1938813374707422,0.1938813374707422",1_4
"CH3NRu48,Ru,110,imines,Methanimine,relaxed,tensor([False]),-1.7770376205444336,-1.511084010292599,0.2659536102518345,0.2659536102518345",1_4
"CH2Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,tensor([False]),-2.52251935005188,-2.5610294650583967,-0.0385101150065168,0.0385101150065168",1_4
"CH5NZn48,Zn,110,amines,Methanamine,relaxed,tensor([False]),-0.6035358905792236,-0.568417797936128,0.03511809264309562,0.03511809264309562",1_4
"C3H6Ag48S,Ag,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-0.8877468109130859,-1.062746862641097,-0.17500005172801103,0.17500005172801103",1_4
"CH2Ir48S,Ir,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,tensor([False]),-3.3062915802001953,-3.3280613928515663,-0.021769812651371012,0.021769812651371012",1_4
"C2H4Pd48S,Pd,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-2.902886390686035,-2.8522955825426664,0.050590808143368804,0.050590808143368804",1_4
"C2H4Au48O2,Au,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.09449484199285507,-0.17357114626409498,-0.0790763042712399,0.0790763042712399",1_4
"CH4Cd48S,Cd,110,thiols_thials_thioketones_thioethers,Methanethiol,relaxed,tensor([False]),-0.28665363788604736,-0.3284578856772953,-0.04180424779124792,0.04180424779124792",1_4
"C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,relaxed,tensor([False]),-0.4516761302947998,-0.4551451443052059,-0.003469014010406113,0.003469014010406113",1_4
"C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-0.9579216837882996,-0.8641424644774389,0.09377921931086064,0.09377921931086064",1_4
"C2H4O2Ru48,Ru,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.3613983392715454,-0.5110821618232819,-0.1496838225517365,0.1496838225517365",1_4
"CH3Au48NO2,Au,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-0.07248307019472122,-0.29166548377024526,-0.21918241357552404,0.21918241357552404",1_4
"C2H4OPd48,Pd,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-0.803168535232544,-0.8753478451677381,-0.07217930993519417,0.07217930993519417",1_4
"C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([True]),-3.193857431411743,-2.670433922161095,0.5234235092506481,0.5234235092506481",1_4
"C2H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,relaxed,tensor([False]),-1.0534008741378784,-0.5555262398386347,0.4978746342992437,0.4978746342992437",1_4
"C2H6Fe48S,Fe,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),-1.2989985942840576,-1.3381565600868903,-0.039157965802832706,0.039157965802832706",1_4
"C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,relaxed,tensor([False]),-0.26852768659591675,-0.29254617004042416,-0.02401848344450741,0.02401848344450741",1_4
"C2H5Ir40NO81,IrO2,110,amides,Acetamide,relaxed,tensor([False]),-2.6905152797698975,-3.317776526823252,-0.6272612470533545,0.6272612470533545",1_4
"C3H9Ag48N,Ag,110,amines,Propan-2-amine,relaxed,tensor([False]),-0.7211819291114807,-0.7634331655842104,-0.04225123647272966,0.04225123647272966",1_4
"CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-1.5694236755371094,-1.61535261803607,-0.04592894249896062,0.04592894249896062",1_4
"C2H6Cu48N2,Cu,110,amidines,Acetimidamide,relaxed,tensor([False]),-1.1152647733688354,-1.0455878719158225,0.06967690145301297,0.06967690145301297",1_4
"CH3Ir48NO,Ir,110,amides,Formamide,relaxed,tensor([False]),-0.5683567523956299,-0.566934407982842,0.0014223444127878793,0.0014223444127878793",1_4
"CH3NO82Ru40,RuO2,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-1.8519328832626343,-2.0506861902381246,-0.19875330697549032,0.19875330697549032",1_4
"C2H5NO80Ru40,RuO2,110,imines,N-methylmethanimine,relaxed,tensor([False]),-1.910944938659668,-1.8617163045369907,0.049228634122677306,0.049228634122677306",1_4
"C3H6Ru48,Ru,110,alkanes_alkenes_alkynes,Propylene,relaxed,tensor([False]),-1.3349756002426147,-1.6945269992958316,-0.35955139905321687,0.35955139905321687",1_4
"CH3NO81Ru40,RuO2,110,amides,Formamide,relaxed,tensor([False]),-1.6173105239868164,-1.5059988169890701,0.11131170699774628,0.11131170699774628",1_4
"CH4N2Rh48,Rh,110,amidines,Formimidamide,relaxed,tensor([False]),-1.093047857284546,-2.3800209592991166,-1.2869731020145707,1.2869731020145707",1_4
"C3H8Pt48S,Pt,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-1.3708683252334595,-1.5136177380538385,-0.142749412820379,0.142749412820379",1_4
"C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,relaxed,tensor([False]),-1.8988723754882812,-2.1120802415373277,-0.2132078660490464,0.2132078660490464",1_4
"C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),-1.630557894706726,-1.7181849552078177,-0.08762706050109159,0.08762706050109159",1_4
"C3H6Cu48S,Cu,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-1.6472975015640259,-1.7704178234671986,-0.12312032190317268,0.12312032190317268",1_4
"C2H5NZn48,Zn,110,imines,N-methylmethanimine,relaxed,tensor([False]),-0.5450559854507446,-0.5273529304419498,0.017703055008794877,0.017703055008794877",1_4
"C3H8Ir48S,Ir,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-1.3738536834716797,-1.7171588844254728,-0.34330520095379313,0.34330520095379313",1_4
"CH2Ir40O83,IrO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([True]),-1.9233978986740112,-2.5342562977468788,-0.6108583990728675,0.6108583990728675",1_4
"C3H6Ir48O,Ir,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,tensor([False]),-0.2542151212692261,-0.21752482360274428,0.0366902976664818,0.0366902976664818",1_4
"C2H5NRh48,Rh,110,imines,N-methylmethanimine,relaxed,tensor([False]),-1.245141625404358,-1.234902494928341,0.010239130476016989,0.010239130476016989",1_4
"C3H8Cd48,Cd,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.23673325777053833,-0.22303322077439702,0.013700036996141307,0.013700036996141307",1_4
"C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-1.0674192905426025,-1.4148536099352853,-0.34743431939268277,0.34743431939268277",1_4
"C2H2Au48,Au,110,alkanes_alkenes_alkynes,Acetylene,relaxed,tensor([False]),-0.19686181843280792,-0.3682489519685106,-0.17138713353570267,0.17138713353570267",1_4
"CH2O3Os48,Os,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([False]),-0.7697741389274597,-0.5828783879113644,0.18689575101609535,0.18689575101609535",1_4
"CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,relaxed,tensor([False]),-0.2579692304134369,-0.48699893444906195,-0.22902970403562506,0.22902970403562506",1_4
"CH5Ir40NO80,IrO2,110,amines,Methanamine,relaxed,tensor([False]),-2.769804000854492,-2.7072316562845344,0.06257234456995775,0.06257234456995775",1_4
"C2H4Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-2.588972330093384,-2.401703927552944,0.18726840254043964,0.18726840254043964",1_4
"CH4N2O80Ru40,RuO2,110,amidines,Formimidamide,relaxed,tensor([False]),-2.357088088989258,-2.720094812168199,-0.3630067231789411,0.3630067231789411",1_4
"C3H8O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-0.3427651822566986,-0.47008002948723515,-0.12731484723053654,0.12731484723053654",1_4
"C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-1.626952052116394,-1.7326605624455382,-0.10570851032914419,0.10570851032914419",1_4
"C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-0.4174712002277374,-0.6957663058066856,-0.2782951055789482,0.2782951055789482",1_4
"C2H2O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Acetylene,relaxed,tensor([False]),-1.2030253410339355,-1.1843007543829716,0.018724586650963992,0.018724586650963992",1_4
"C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-2.8691132068634033,-2.2712614827380406,0.5978517241253627,0.5978517241253627",1_4
"CH3Ir40NO80,IrO2,110,imines,Methanimine,relaxed,tensor([False]),-0.5223361849784851,-0.9790213666800867,-0.45668518170160155,0.45668518170160155",1_4
"C3H9NPd48,Pd,110,amines,Propan-2-amine,relaxed,tensor([False]),-1.31850266456604,-1.3072144293170869,0.011288235248953171,0.011288235248953171",1_4
"C2H4Ir48O2,Ir,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.15231728553771973,-0.3109613058031684,-0.15864402026544866,0.15864402026544866",1_4
"C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,relaxed,tensor([False]),-0.6126781105995178,-0.9301749183160801,-0.3174968077165623,0.3174968077165623",1_4
"CH3Cu48NO,Cu,110,amides,Formamide,relaxed,tensor([False]),-0.5363852977752686,-0.44134362715776376,0.09504167061750479,0.09504167061750479",1_4
"C3H8Rh48S,Rh,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-1.5247207880020142,-1.711410755157786,-0.1866899671557718,0.1866899671557718",1_4
"CH3Ir48NO2,Ir,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-0.3807108998298645,-0.49970353851070115,-0.11899263868083665,0.11899263868083665",1_4
"C2H4Cu48O,Cu,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-0.2704414427280426,-0.41467819238145864,-0.14423674965341604,0.14423674965341604",1_4
"C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-1.701883316040039,-1.5080941603885876,0.1937891556514515,0.1937891556514515",1_4
"C3H9Fe48N,Fe,110,amines,Propan-2-amine,relaxed,tensor([False]),-1.0843985080718994,-1.0782983669586983,0.0061001411132011185,0.0061001411132011185",1_4
"C2H7NO80Ru40,RuO2,110,amines,Ethanamine,relaxed,tensor([False]),-2.103363513946533,-1.8929828435431943,0.21038067040333885,0.21038067040333885",1_4
"CH4Ru48S,Ru,110,thiols_thials_thioketones_thioethers,Methanethiol,relaxed,tensor([False]),-1.1855818033218384,-1.2086135867228638,-0.023031783401025407,0.023031783401025407",1_4
"C2H5Ir40NO81,IrO2,110,amides,Acetamide,relaxed,tensor([False]),-0.5226708054542542,-0.5926289440933203,-0.06995813863906619,0.06995813863906619",1_4
"C2H5Co48NO,Co,110,amides,Acetamide,relaxed,tensor([False]),-0.7337139844894409,-0.5857241591521216,0.1479898253373193,0.1479898253373193",1_4
"C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,relaxed,tensor([False]),-0.15899904072284698,-0.3022794237243005,-0.14328038300145352,0.14328038300145352",1_4
"C2H5Co48N,Co,110,imines,Ethanimine,relaxed,tensor([False]),-1.3763859272003174,-1.2224590062386644,0.15392692096165295,0.15392692096165295",1_4
"C2H5NNi48,Ni,110,imines,Ethanimine,relaxed,tensor([False]),-1.2431210279464722,-1.2927743588531344,-0.04965333090666224,0.04965333090666224",1_4
"C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-1.091896414756775,-1.4462988053957169,-0.35440239063894197,0.35440239063894197",1_4
"C2H4O2Pd48,Pd,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.24193263053894043,-0.3135834504178021,-0.07165081987886168,0.07165081987886168",1_4
"C2H7NO80Ru40,RuO2,110,amines,Ethanamine,relaxed,tensor([False]),-0.8044032454490662,-0.6810049352987946,0.12339831015027158,0.12339831015027158",1_4
"C2H5Ir40NO80,IrO2,110,imines,N-methylmethanimine,relaxed,tensor([False]),-2.6806328296661377,-2.400133861878146,0.28049896778799166,0.28049896778799166",1_4
"C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-1.8045260906219482,-1.7756206519935205,0.02890543862842776,0.02890543862842776",1_4
"CH3NOPd48,Pd,110,amides,Formamide,relaxed,tensor([False]),-0.5038905143737793,-0.5845377954158693,-0.08064728104208996,0.08064728104208996",1_4
"CH3NORh48,Rh,110,oximes,Formaldoxime,relaxed,tensor([False]),-0.9886886477470398,-1.2396207225834772,-0.2509320748364374,0.2509320748364374",1_4
"C2H4Cd48O,Cd,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-0.23066699504852295,-0.1634570199809815,0.06720997506754145,0.06720997506754145",1_4
"C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-1.4043467044830322,-1.3890035961887612,0.01534310829427099,0.01534310829427099",1_4
"C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,relaxed,tensor([False]),-2.0015599727630615,-2.0288559875195062,-0.02729601475644472,0.02729601475644472",1_4
"C2H4Ru48S,Ru,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-3.017883539199829,-3.03986271446081,-0.02197917526098081,0.02197917526098081",1_4
"CH2Cu48S,Cu,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,tensor([False]),-1.9923274517059326,-1.906194171392933,0.08613328031299972,0.08613328031299972",1_4
"C3H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Prop-1-yne,relaxed,tensor([False]),-0.3093157112598419,-0.721685067057372,-0.4123693557975301,0.4123693557975301",1_4
"C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-0.3041229546070099,-1.4709908304146317,-1.1668678758076219,1.1668678758076219",1_4
"CH3Ir40NO82,IrO2,110,carbamate-esters,Carbamic-acid,relaxed,tensor([True]),-3.367225408554077,-3.039547569590127,0.3276778389639503,0.3276778389639503",1_4
"C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-2.4582784175872803,-2.8742171946851016,-0.41593877709782134,0.41593877709782134",1_4
"C2H7Co48N,Co,110,amines,Ethanamine,relaxed,tensor([False]),-1.0440752506256104,-1.0200478748624846,0.024027375763125747,0.024027375763125747",1_4
"CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,relaxed,tensor([False]),-0.4372934103012085,-0.7507039680347347,-0.3134105577335262,0.3134105577335262",1_4
"C3H8Cu48,Cu,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.3203618824481964,-0.339691450939938,-0.01932956849174161,0.01932956849174161",1_4
"C2H5NORu48,Ru,110,amides,Acetamide,relaxed,tensor([False]),-0.9163562655448914,-0.8730430762490116,0.043313189295879795,0.043313189295879795",1_4
"CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([False]),-0.0748886689543724,-0.4616687301849396,-0.3867800612305672,0.3867800612305672",1_4
"C2H6Co48O,Co,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-0.5480602979660034,-0.49859726684103123,0.04946303112497219,0.04946303112497219",1_4
"CH4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methanol,relaxed,tensor([False]),-1.5885156393051147,-1.3726943322323848,0.21582130707272995,0.21582130707272995",1_4
"CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,relaxed,tensor([False]),-0.7329444289207458,-1.09390029608792,-0.3609558671671742,0.3609558671671742",1_4
"C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),-0.24240340292453766,-0.29042340381376164,-0.04802000088922398,0.04802000088922398",1_4
"C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-0.2056795358657837,-0.6373752717213534,-0.43169573585556975,0.43169573585556975",1_4
"C3H8SZn48,Zn,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-0.44256556034088135,-0.5245546050449832,-0.08198904470410184,0.08198904470410184",1_4
"C2H7Ir40NO80,IrO2,110,amines,Ethanamine,relaxed,tensor([False]),-2.8022267818450928,-2.7360161573822523,0.06621062446284043,0.06621062446284043",1_4
"C2H6Au48,Au,110,alkanes_alkenes_alkynes,Ethane,relaxed,tensor([False]),-0.2129620462656021,-0.2330532171151276,-0.020091170849525497,0.020091170849525497",1_4
"CH3Fe48NO,Fe,110,amides,Formamide,relaxed,tensor([False]),-0.9292826652526855,-1.3262644933053522,-0.3969818280526667,0.3969818280526667",1_4
"CH3NOOs48,Os,110,oximes,Formaldoxime,relaxed,tensor([False]),-1.3390161991119385,-1.3354530175567625,0.003563181555175987,0.003563181555175987",1_4
"C2H6Co48S,Co,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),-1.1744834184646606,-1.2441184080004142,-0.06963498953575353,0.06963498953575353",1_4
"C2H5NO80Ru40,RuO2,110,imines,Ethanimine,relaxed,tensor([False]),-1.9023605585098267,-1.9554932868411328,-0.05313272833130611,0.05313272833130611",1_4
"CH2O2Pt48,Pt,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-0.17463628947734833,-0.25400795695921374,-0.07937166748186542,0.07937166748186542",1_4
"C2H5Ir40NO81,IrO2,110,amides,Acetamide,relaxed,tensor([False]),-2.115259885787964,-1.9620414117983316,0.1532184739896323,0.1532184739896323",1_4
"CH3NOs48,Os,110,imines,Methanimine,relaxed,tensor([False]),-1.773698091506958,-1.6060742078512398,0.16762388365571823,0.16762388365571823",1_4
"C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-1.8287824392318726,-1.0606226409370016,0.7681597982948709,0.7681597982948709",1_4
"C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.5394166707992554,-0.7153536041987678,-0.17593693339951244,0.17593693339951244",1_4
"C3H8Au48O,Au,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-0.4559486508369446,-0.47783601027735756,-0.02188735944041298,0.02188735944041298",1_4
"C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.7347290515899658,-0.601460781155545,0.1332682704344208,0.1332682704344208",1_4
"C2H5NO80Ru40,RuO2,110,imines,Ethanimine,relaxed,tensor([False]),-0.6818129420280457,-0.790222111903411,-0.10840916987536531,0.10840916987536531",1_4
"C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-0.6961441040039062,-1.1511818210864888,-0.45503771708258256,0.45503771708258256",1_4
"CH4Fe48S,Fe,110,thiols_thials_thioketones_thioethers,Methanethiol,relaxed,tensor([False]),-1.1682138442993164,-1.2943588636802215,-0.12614501938090505,0.12614501938090505",1_4
"CH3Co48NO2,Co,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-0.2744176983833313,-0.34605082631902917,-0.07163312793569787,0.07163312793569787",1_4
"C2H5Ag48NO,Ag,110,amides,Acetamide,relaxed,tensor([False]),-0.4910608232021332,-0.46741457421703103,0.023646248985102147,0.023646248985102147",1_4
"CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,relaxed,tensor([False]),-1.6320947408676147,-1.639302703231671,-0.007207962364056186,0.007207962364056186",1_4
"C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,tensor([False]),-1.222173810005188,-0.8113156253995477,0.4108581846056403,0.4108581846056403",1_4
"C2H5Au48N,Au,110,imines,Ethanimine,relaxed,tensor([False]),-0.5791347622871399,-0.6464643066088058,-0.06732954432166594,0.06732954432166594",1_4
"C3H9NPt48,Pt,110,amines,Propan-2-amine,relaxed,tensor([False]),-1.4646366834640503,-1.394406110777826,0.07023057268622424,0.07023057268622424",1_4
"C3H8Ag48,Ag,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.2990384101867676,-0.32307343533150856,-0.024035025144740985,0.024035025144740985",1_4
"C2H6OOs48,Os,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-0.7973017692565918,-0.7347665173507707,0.0625352519058211,0.0625352519058211",1_4
