"System,Material,Surface,Molecule Group,Molecule,State,Dissociation,True_eV,Prediction_eV,Error_eV,Abs_error_eV",run
"C2H6N2Pt48,Pt,110,amidines,Acetimidamide,relaxed,tensor([False]),-1.7006757259368896,-1.6905478583981548,0.010127867538734847,0.010127867538734847",1_4
"C2H4Co48,Co,110,alkanes_alkenes_alkynes,Ethene,relaxed,tensor([False]),-1.134792685508728,-1.710098442782595,-0.5753057572738669,0.5753057572738669",1_4
"C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.7347290515899658,-0.6326979664402295,0.10203108514973636,0.10203108514973636",1_4
"C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-2.4582784175872803,-2.344423474309714,0.11385494327756618,0.11385494327756618",1_4
"C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-0.2056795358657837,-0.3934970817950365,-0.18781754592925282,0.18781754592925282",1_4
"CH3Cu48NO2,Cu,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-0.2302589863538742,-0.32494765981663676,-0.09468867346276255,0.09468867346276255",1_4
"C2H4Co48O,Co,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-0.960660994052887,-1.1800349840376132,-0.21937398998472624,0.21937398998472624",1_4
"C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-3.075857162475586,-2.616740511799293,0.45911665067629315,0.45911665067629315",1_4
"C2H5NO80Ru40,RuO2,110,imines,N-methylmethanimine,relaxed,tensor([False]),-1.910944938659668,-1.9368663903172028,-0.02592145165753479,0.02592145165753479",1_4
"CH2O,None,None,alcohols_aldehydes_ketones_ethers,Formaldehyde,relaxed,tensor([False]),0.0,0.0121994241312251,0.0121994241312251,0.0121994241312251",1_4
"CH4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methanol,relaxed,tensor([False]),-1.2759068012237549,-1.4476418970898592,-0.17173509586610436,0.17173509586610436",1_4
"CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,relaxed,tensor([False]),-0.7326229214668274,-1.0195661691140856,-0.2869432476472582,0.2869432476472582",1_4
"C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-2.9988579750061035,-2.616740511799293,0.3821174632068107,0.3821174632068107",1_4
"CH2Os48S,Os,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,tensor([False]),-3.4029266834259033,-3.381051866014701,0.02187481741120223,0.02187481741120223",1_4
"C3H9NPd48,Pd,110,amines,Trimethylamine,relaxed,tensor([False]),-1.3120805025100708,-1.1879679629299957,0.12411253958007507,0.12411253958007507",1_4
"CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,relaxed,tensor([False]),-0.2579692304134369,-0.3477290304749232,-0.08975980006148632,0.08975980006148632",1_4
"CH4Os48S,Os,110,thiols_thials_thioketones_thioethers,Methanethiol,relaxed,tensor([False]),-1.3512153625488281,-1.3830228531989466,-0.03180749065011845,0.03180749065011845",1_4
"C2H7Ir40NO80,IrO2,110,amines,Ethanamine,relaxed,tensor([False]),-2.8022267818450928,-2.6643845192016897,0.13784226264340305,0.13784226264340305",1_4
"CH2Ir40O83,IrO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([True]),-2.409914255142212,-2.15784831885059,0.252065936291622,0.252065936291622",1_4
"C2H2Pd48,Pd,110,alkanes_alkenes_alkynes,Acetylene,relaxed,tensor([False]),-2.530776262283325,-2.4820042706848113,0.048771991598513864,0.048771991598513864",1_4
"CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-1.2037107944488525,-1.0788214554387858,0.12488933901006671,0.12488933901006671",1_4
"C2H4Ag48O2,Ag,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.11293856799602509,-0.1674770993771375,-0.05453853138111242,0.05453853138111242",1_4
"C3H6Pt48,Pt,110,alkanes_alkenes_alkynes,Propylene,relaxed,tensor([False]),-1.1962556838989258,-1.1181317854599588,0.07812389843896694,0.07812389843896694",1_4
"C2H5NOZn48,Zn,110,amides,Acetamide,relaxed,tensor([False]),-0.45875754952430725,-0.4425243552291711,0.016233194295136144,0.016233194295136144",1_4
"C2H6Pt48S,Pt,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-1.5952047109603882,-1.5256270268958847,0.06957768406450349,0.06957768406450349",1_4
"C2H6Ir48N2,Ir,110,amidines,Acetimidamide,relaxed,tensor([False]),-1.7270259857177734,-1.6919681935422268,0.03505779217554661,0.03505779217554661",1_4
"CH3Ir40NO82,IrO2,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-1.9463276863098145,-1.74370205175628,0.20262563455353444,0.20262563455353444",1_4
"CH2O2,None,None,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),0.0,0.008530715127093913,0.008530715127093913,0.008530715127093913",1_4
"CH3Ag48N,Ag,110,imines,Methanimine,relaxed,tensor([False]),-0.4964054822921753,-0.4732734267213061,0.02313205557086917,0.02313205557086917",1_4
"C2H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,relaxed,tensor([False]),-1.0534008741378784,-0.6503680622745023,0.40303281186337614,0.40303281186337614",1_4
"C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([True]),-2.42152738571167,-2.058468348874051,0.363059036837619,0.363059036837619",1_4
"C2H6Ag48S,Ag,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-0.6767717003822327,-0.6768828375201643,-0.00011113713793164948,0.00011113713793164948",1_4
"C2H5Co48NO,Co,110,amides,Acetamide,relaxed,tensor([False]),-0.7337139844894409,-0.28842400840889226,0.44528997608054866,0.44528997608054866",1_4
"CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,relaxed,tensor([False]),-0.7329444289207458,-1.0146264940637275,-0.28168206514298166,0.28168206514298166",1_4
"CH3NO,None,None,amides,Formamide,relaxed,tensor([False]),0.0,0.01645497981039057,0.01645497981039057,0.01645497981039057",1_4
"C2H7Au48N,Au,110,amines,Ethanamine,relaxed,tensor([False]),-0.7672175765037537,-0.7518018337398082,0.015415742763945417,0.015415742763945417",1_4
"C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-1.2317934036254883,-1.159933880168647,0.07185952345684132,0.07185952345684132",1_4
"CH4N2O80Ru40,RuO2,110,amidines,Formimidamide,relaxed,tensor([False]),-0.3953358829021454,-0.3597134690968282,0.035622413805317166,0.035622413805317166",1_4
"C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-1.717263102531433,-1.6059571692522034,0.11130593327922966,0.11130593327922966",1_4
"CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,relaxed,tensor([True]),-3.1683762073516846,-2.9190187807385115,0.24935742661317306,0.24935742661317306",1_4
"C2H6Ir48O,Ir,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,relaxed,tensor([False]),-0.2664470374584198,-0.28556580178667446,-0.019118764328254656,0.019118764328254656",1_4
"C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([True]),-1.7382372617721558,-1.269705787290878,0.46853147448127785,0.46853147448127785",1_4
"C2H5NOPd48,Pd,110,amides,Acetamide,relaxed,tensor([False]),-0.7993892431259155,-0.7490507336503178,0.050338509475597704,0.050338509475597704",1_4
"C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([True]),-1.6729063987731934,-1.6246366025178105,0.04826979625538286,0.04826979625538286",1_4
"CH3NO80Ru40,RuO2,110,imines,Methanimine,relaxed,tensor([False]),-1.9954522848129272,-1.961294935345549,0.03415734946737814,0.03415734946737814",1_4
"CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([True]),-2.3876349925994873,-2.065503602356735,0.3221313902427525,0.3221313902427525",1_4
"C2H7NZn48,Zn,110,amines,Ethanamine,relaxed,tensor([False]),-0.6415875554084778,-0.699801531163736,-0.05821397575525822,0.05821397575525822",1_4
"CH3Ir40NO81,IrO2,110,amides,Formamide,relaxed,tensor([True]),-3.6285455226898193,-3.0615262617872645,0.5670192609025548,0.5670192609025548",1_4
"C3H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Prop-1-yne,relaxed,tensor([False]),-0.1552523821592331,-0.2013760741745756,-0.0461236920153425,0.0461236920153425",1_4
"CH3NO2Pt48,Pt,110,carbamate-esters,Carbamic-acid,relaxed,tensor([False]),-0.2925122082233429,-0.3848662377434451,-0.09235402952010219,0.09235402952010219",1_4
"C2H5Ir40NO80,IrO2,110,imines,Ethanimine,relaxed,tensor([False]),-2.7357704639434814,-2.8403339512029433,-0.10456348725946185,0.10456348725946185",1_4
"C2H4Ru48,Ru,110,alkanes_alkenes_alkynes,Ethene,relaxed,tensor([False]),-1.2128928899765015,-1.2276464345613278,-0.014753544584826361,0.014753544584826361",1_4
"CH3NOOs48,Os,110,oximes,Formaldoxime,relaxed,tensor([False]),-1.3390161991119385,-1.3079404453247108,0.03107575378722771,0.03107575378722771",1_4
"CH2O2Rh48,Rh,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-0.24599596858024597,-0.19100157893654313,0.054994389643702846,0.054994389643702846",1_4
"CH4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methanol,relaxed,tensor([False]),-1.8518341779708862,-2.010794610640655,-0.1589604326697689,0.1589604326697689",1_4
"CH3Ir40NO80,IrO2,110,imines,Methanimine,relaxed,tensor([False]),-2.752871036529541,-2.5073792921315814,0.24549174439795962,0.24549174439795962",1_4
"C2H6Cu48S,Cu,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),-0.7825077772140503,-0.7663290408024075,0.016178736411642802,0.016178736411642802",1_4
"C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,relaxed,tensor([False]),-0.8205997943878174,-0.7336967289046044,0.08690306548321303,0.08690306548321303",1_4
"C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),-1.8185168504714966,-1.7104754469862051,0.10804140348529145,0.10804140348529145",1_4
"C2H4O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-0.48616594076156616,-2.1677160410128664,-1.6815501002513003,1.6815501002513003",1_4
"CH5Ag48N,Ag,110,amines,Methanamine,relaxed,tensor([False]),-0.6501498818397522,-0.5951168471088621,0.05503303473089005,0.05503303473089005",1_4
"CH2O2Pd48,Pd,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-0.2205827683210373,-0.21725956829341442,0.0033232000276228746,0.0033232000276228746",1_4
"CH2Ir48S,Ir,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,tensor([False]),-3.3062915802001953,-3.179044736570674,0.12724684362952132,0.12724684362952132",1_4
"C2H5Ir40NO80,IrO2,110,imines,Ethanimine,relaxed,tensor([False]),-0.10763505846261978,-0.7414434179711726,-0.6338083595085529,0.6338083595085529",1_4
"CH3NNi48O,Ni,110,oximes,Formaldoxime,relaxed,tensor([False]),-1.0404863357543945,-1.099442659997404,-0.05895632424300956,0.05895632424300956",1_4
"C2H5Cu48N,Cu,110,imines,Ethanimine,relaxed,tensor([False]),-0.8202930688858032,-0.9041371350460761,-0.08384406616027285,0.08384406616027285",1_4
"CH4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methanol,relaxed,tensor([False]),-0.16172492504119873,-0.21439105570255634,-0.05266613066135761,0.05266613066135761",1_4
"C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,relaxed,tensor([False]),-1.9024815559387207,-1.9268302653898672,-0.024348709451146533,0.024348709451146533",1_4
"CH2Ir40O83,IrO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,tensor([True]),-3.3252744674682617,-2.9946546622950905,0.33061980517317124,0.33061980517317124",1_4
"C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-1.091896414756775,-1.2988550055359767,-0.20695859077920176,0.20695859077920176",1_4
"C3H4,None,None,alkanes_alkenes_alkynes,Prop-1-yne,relaxed,tensor([False]),0.0,0.01748169170194558,0.01748169170194558,0.01748169170194558",1_4
"C2H6Au48N2,Au,110,amidines,Acetimidamide,relaxed,tensor([False]),-0.8919732570648193,-0.8549689234439395,0.03700433362087985,0.03700433362087985",1_4
"C2H6S,None,None,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,tensor([False]),0.0,0.002295765973585162,0.002295765973585162,0.002295765973585162",1_4
"C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,relaxed,tensor([False]),-3.286905288696289,-2.616740511799293,0.6701647768969963,0.6701647768969963",1_4
"C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,relaxed,tensor([False]),-2.126709222793579,-1.8643812753931428,0.2623279474004363,0.2623279474004363",1_4
"C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-2.8691132068634033,-2.2990390100632325,0.5700741968001708,0.5700741968001708",1_4
"C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,relaxed,tensor([False]),-2.9616990089416504,-3.029683732418192,-0.06798472347654183,0.06798472347654183",1_4
"C2H2Co48,Co,110,alkanes_alkenes_alkynes,Acetylene,relaxed,tensor([False]),-2.9255566596984863,-1.8380525471625155,1.0875041125359708,1.0875041125359708",1_4
"CH4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methanol,relaxed,tensor([True]),-2.389826774597168,-2.542440197445771,-0.1526134228486029,0.1526134228486029",1_4
"C2H6S,None,None,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),0.0,-0.020868382389068074,-0.020868382389068074,0.020868382389068074",1_4
"CH4N2Pt48,Pt,110,amidines,Formimidamide,relaxed,tensor([False]),-1.100265622138977,-1.2330296507136183,-0.1327640285746412,0.1327640285746412",1_4
"CH3Fe48N,Fe,110,imines,Methanimine,relaxed,tensor([False]),-1.9551347494125366,-1.3451020280975952,0.6100327213149415,0.6100327213149415",1_4
"C2H5Ir40NO80,IrO2,110,imines,N-methylmethanimine,relaxed,tensor([True]),-3.3017733097076416,-3.4447390830708855,-0.1429657733632439,0.1429657733632439",1_4
"C3H6Cd48O,Cd,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,tensor([False]),-0.21389557421207428,-0.18410607654693933,0.029789497665134945,0.029789497665134945",1_4
"C2H6Cd48S,Cd,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-0.42436742782592773,-0.4590373767622822,-0.034669948936354444,0.034669948936354444",1_4
"C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,relaxed,tensor([False]),-2.878056526184082,-2.604305686160423,0.27375084002365924,0.27375084002365924",1_4
"C2H4O2Pd48,Pd,110,carbonates_carboxylic-acids_esters,Acetic-acid,relaxed,tensor([False]),-0.24193263053894043,-0.33523889793628214,-0.09330626739734171,0.09330626739734171",1_4
"C3H8Fe48,Fe,110,alkanes_alkenes_alkynes,Propane,relaxed,tensor([False]),-0.2843402922153473,-0.24323578923018374,0.04110450298516355,0.04110450298516355",1_4
"C2H7NRh48,Rh,110,amines,Ethanamine,relaxed,tensor([False]),-1.2875066995620728,-1.3223301945071473,-0.03482349494507453,0.03482349494507453",1_4
"C2H5Ir40NO81,IrO2,110,amides,Acetamide,relaxed,tensor([False]),-2.6905152797698975,-3.0804154296083937,-0.3899001498384962,0.3899001498384962",1_4
"C3H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Prop-1-yne,relaxed,tensor([False]),-0.24069108068943024,-0.26776766373468774,-0.027076583045257507,0.027076583045257507",1_4
"CH4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Methane,relaxed,tensor([False]),-0.3046092987060547,-0.34786786428283634,-0.04325856557678165,0.04325856557678165",1_4
"C2H6ORh48,Rh,110,alcohols_aldehydes_ketones_ethers,Ethanol,relaxed,tensor([False]),-0.6334418058395386,-0.6371957393614167,-0.003753933521878139,0.003753933521878139",1_4
"C2H4Fe48S,Fe,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-3.0300464630126953,-3.2971988360168183,-0.267152373004123,0.267152373004123",1_4
"CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,relaxed,tensor([False]),-0.19747382402420044,-0.16808509756896228,0.029388726455238157,0.029388726455238157",1_4
"C3H4Cu48,Cu,110,alkanes_alkenes_alkynes,Prop-1-yne,relaxed,tensor([False]),-1.4711182117462158,-1.4117242474297527,0.059393964316463155,0.059393964316463155",1_4
"C3H9N,None,None,amines,Trimethylamine,relaxed,tensor([False]),0.0,-0.02344627745586081,-0.02344627745586081,0.02344627745586081",1_4
"C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,relaxed,tensor([False]),-2.830420732498169,-2.6774161197785773,0.15300461271959165,0.15300461271959165",1_4
"CH3Ag48NO,Ag,110,amides,Formamide,relaxed,tensor([False]),-0.40687376260757446,-0.32439054397260136,0.0824832186349731,0.0824832186349731",1_4
"C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),-0.24033412337303162,-0.31920728924195885,-0.07887316586892723,0.07887316586892723",1_4
"C2H4O,None,None,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,tensor([False]),0.0,0.010099812342062364,0.010099812342062364,0.010099812342062364",1_4
"CH3NO82Ru40,RuO2,110,carbamate-esters,Carbamic-acid,relaxed,tensor([True]),-2.430299758911133,-1.8021416962042345,0.6281580627068983,0.6281580627068983",1_4
"C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,relaxed,tensor([False]),-1.6849368810653687,-1.5674939992959018,0.11744288176946682,0.11744288176946682",1_4
"C2H2Os48,Os,110,alkanes_alkenes_alkynes,Acetylene,relaxed,tensor([False]),-3.2597007751464844,-2.9905430664291828,0.2691577087173016,0.2691577087173016",1_4
"CH5Ir40NO80,IrO2,110,amines,Methanamine,relaxed,tensor([False]),-0.4044719338417053,-0.4629022768762354,-0.0584303430345301,0.0584303430345301",1_4
"C3H6O,None,None,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,tensor([False]),0.0,0.006336569007785897,0.006336569007785897,0.006336569007785897",1_4
"C3H8Co48S,Co,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-1.1175289154052734,-0.8974222568974319,0.2201066585078415,0.2201066585078415",1_4
"C3H8O,None,None,alcohols_aldehydes_ketones_ethers,Propan-2-ol,relaxed,tensor([False]),0.0,-0.022375320044488944,-0.022375320044488944,0.022375320044488944",1_4
"C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,tensor([False]),-1.222173810005188,-0.5775613040045542,0.6446125060006338,0.6446125060006338",1_4
"CH2Cu48O,Cu,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,relaxed,tensor([False]),-0.3902166187763214,-0.30268191133806965,0.08753470743825176,0.08753470743825176",1_4
"C2H4Cu48S,Cu,110,thiols_thials_thioketones_thioethers,Ethanethial,relaxed,tensor([False]),-1.7657455205917358,-1.7990064155036514,-0.03326089491191553,0.03326089491191553",1_4
"C3H8O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,relaxed,tensor([False]),-0.5276264548301697,-0.4568078342271207,0.070818620603049,0.070818620603049",1_4
